sku;anio;semana;unidades_vendidas;importe_total_pyg
206066;2024;48;2;143636
206066;2024;49;2;143636
206066;2024;50;11;664318
206066;2024;51;6;355500
206066;2025;46;1;71818
206066;2025;47;4;287272
206066;2025;48;6;430909
206075;2024;41;3;51818
206075;2024;42;11;190000
206075;2024;43;8;138181
206075;2025;43;5;121000
206075;2025;44;1;26363
206075;2025;45;1;21090
206075;2025;46;12;300545
206075;2025;47;7;148181
206075;2025;48;2;52727
206075;2025;49;11;279454
206075;2025;50;8;210909
206076;2024;41;6;103636
206076;2024;42;2;34545
206076;2024;43;14;241818
206076;2024;44;2;34545
206076;2024;46;1;13818
206076;2025;43;3;69999
206076;2025;45;8;189818
206076;2025;46;3;63272
206076;2025;47;3;51818
206076;2025;48;2;52727
206076;2025;49;4;105454
206076;2025;50;16;374363
206076;2025;51;9;197727
206077;2024;41;15;255636
206077;2024;42;8;138181
206077;2024;43;3;51818
206077;2025;43;1;17273
206077;2025;44;3;70000
206077;2025;45;3;63272
206077;2025;46;9;226727
206077;2025;47;10;218181
206077;2025;48;11;280909
206077;2025;49;6;158181
206077;2025;50;4;84363
206079;2024;41;7;114000
206079;2024;42;6;103636
206079;2024;43;8;138181
206079;2024;44;2;34545
206079;2025;43;1;26363
206079;2025;45;4;84363
206079;2025;46;6;142363
206079;2025;47;3;70000
206079;2025;48;10;263636
206079;2025;49;20;527272
206079;2025;50;5;115999
206248;2024;44;2;6363636
206248;2025;42;2;6363636
206248;2025;46;1;2068181
206248;2025;49;1;3181818
206248;2025;50;2;5090909
206249;2024;42;1;2545455
206249;2024;47;1;3181818
206249;2025;45;2;5090909
206249;2025;46;1;3181818
206249;2025;49;3;9545454
206250;2024;43;1;2863636
206250;2024;44;1;3181818
206250;2025;43;1;3181818
206250;2025;49;1;3181818
206250;2025;50;3;7636363
206250;2025;51;1;1909090
206251;2024;42;1;2545455
206251;2024;44;1;3181818
206251;2025;45;2;5727273
206251;2025;46;3;7000000
206251;2025;49;1;3181818
206252;2024;41;3;525863
206252;2024;42;1;227272
206252;2024;43;1;227272
206252;2024;44;1;227272
206252;2024;45;5;954545
206252;2024;46;1;181818
206252;2024;47;1;227272
206252;2024;49;5;1136363
206252;2024;50;4;909090
206252;2024;51;1;170454
206252;2025;43;1;227272
206252;2025;44;3;681818
206252;2025;45;5;1000000
206252;2025;46;5;1090909
206252;2025;47;5;1136363
206252;2025;48;5;1136363
206252;2025;49;2;454545
206253;2024;40;1;199090
206253;2024;41;1;199090
206253;2024;42;1;227272
206253;2024;43;3;681818
206253;2024;44;5;1136363
206253;2024;45;3;590909
206253;2024;46;5;1068181
206253;2024;47;3;681818
206253;2025;43;1;227272
206253;2025;44;5;1136363
206253;2025;45;4;727272
206253;2025;46;3;681818
206253;2025;47;5;1113636
206253;2025;48;2;454545
206253;2025;49;1;227272
206254;2025;44;1;227272
206254;2025;45;2;409090
206254;2025;46;4;772727
206254;2025;47;5;1136363
206254;2025;48;3;681818
206254;2025;49;11;2500000
206255;2024;41;1;199090
206255;2024;44;2;398181
206255;2024;45;3;517636
206255;2024;49;1;199090
206255;2024;50;5;856090
206255;2024;51;10;1602681
206255;2024;52;1;159272
206255;2025;42;1;199090
206255;2025;43;1;199090
206255;2025;44;1;199090
206255;2025;46;6;1194545
206255;2025;47;5;995454
206255;2025;48;2;398181
206255;2025;49;8;1592727
206256;2024;43;1;281818
206256;2024;45;1;225454
206256;2024;46;2;507272
206256;2024;47;1;281818
206256;2024;48;1;281818
206256;2024;49;1;281818
206256;2024;50;3;775000
206256;2025;46;5;1409090
206256;2025;47;2;563636
206256;2025;48;2;563636
206256;2025;49;3;845454
206257;2024;40;5;404545
206257;2024;41;11;873818
206257;2024;42;8;647272
206257;2024;43;9;728181
206257;2024;44;11;890000
206257;2024;45;3;242727
206257;2024;50;1;64727
206257;2025;42;11;890000
206257;2025;43;3;242727
206257;2025;44;3;242727
206257;2025;45;13;970909
206257;2025;46;14;1035636
206257;2025;47;6;485454
206257;2025;48;1;80909
206273;2024;42;2;1800000
206273;2024;44;1;585000
206273;2024;46;1;720000
206273;2025;42;1;900000
206273;2025;44;1;900000
206273;2025;45;2;1800000
206274;2024;40;1;77272
206274;2024;42;3;200908
206274;2024;43;3;224090
206274;2024;44;1;77272
206274;2024;45;18;1220909
206274;2025;42;2;161818
206274;2025;43;3;242727
206274;2025;44;5;404545
206274;2025;45;11;744363
206274;2025;46;4;258908
206284;2024;41;1;77272
206284;2024;42;3;200908
206284;2024;43;4;309090
206284;2024;44;2;154545
206284;2024;45;8;510000
206284;2024;47;1;77272
206284;2025;44;1;80909
206284;2025;45;9;663454
206284;2025;46;14;1003272
206285;2024;41;2;154545
206285;2024;42;4;278181
206285;2024;43;2;154545
206285;2024;44;4;309090
206285;2024;45;13;865454
206285;2024;47;1;77272
206285;2025;43;1;80909
206285;2025;44;4;323636
206285;2025;45;4;258909
206285;2025;46;8;550181
206285;2025;47;7;566363
206286;2024;41;1;77272
206286;2024;42;4;309090
206286;2024;43;6;463636
206286;2024;44;2;154545
206286;2024;45;10;656818
206286;2025;42;1;80909
206286;2025;43;2;161818
206286;2025;44;3;242727
206286;2025;45;9;631090
206286;2025;46;7;534000
206286;2025;47;2;161818
206287;2024;41;1;95454
206287;2024;44;3;286363
206287;2024;45;4;343636
206287;2024;46;3;286363
206287;2024;47;2;190909
206287;2024;48;8;763636
206287;2024;49;2;171818
206292;2024;44;2;190909
206292;2024;45;4;305454
206292;2024;47;6;572727
206292;2024;48;9;859090
206292;2024;49;3;286363
206292;2025;45;5;414000
206292;2025;46;2;171000
206292;2025;47;15;1388181
206292;2025;48;2;185454
206307;2024;41;1;1589090
206307;2024;48;1;2045455
206307;2025;44;1;2272727
206307;2025;45;1;1818182
206308;2024;41;1;1986363
206308;2024;43;1;2045454
206308;2025;44;1;2272727
206308;2025;50;1;1818181
206318;2024;41;12;1202272
206318;2024;42;1;104545
206318;2024;43;12;1233636
206318;2024;44;6;616818
206318;2024;45;14;1285908
206318;2024;46;1;83636
206318;2024;48;2;198636
206319;2024;41;2;198636
206319;2024;42;2;209090
206319;2024;43;6;595909
206319;2024;45;12;1024545
206319;2024;46;6;627272
206319;2024;47;4;407727
206319;2024;48;7;731818
206319;2024;49;1;104545
206319;2024;51;4;334545
206319;2024;52;2;167272
206319;2025;24;1;83636
206319;2025;44;1;104545
206319;2025;45;1;104545
206320;2024;1;2;167272
206320;2024;41;1;104545
206320;2024;42;1;104545
206320;2024;43;5;522727
206320;2024;44;4;418181
206320;2024;45;6;543636
206320;2024;46;5;512272
206320;2024;47;5;522726
206320;2024;48;8;836363
206320;2024;49;2;209090
206320;2024;50;5;512272
206320;2024;51;4;350227
206320;2025;47;2;188181
206356;2024;41;3;81818
206356;2024;42;1;27272
206356;2024;43;4;109090
206356;2024;44;2;54545
206356;2024;45;15;409090
206356;2024;46;10;261818
206356;2024;47;7;190909
206356;2025;46;1;27272
206356;2025;47;9;245454
206356;2025;48;13;354545
206356;2025;49;12;327272
206356;2025;50;11;278181
206356;2025;51;1;19090
206357;2024;42;2;72727
206357;2024;43;2;72727
206357;2024;45;9;327272
206357;2024;46;1;36363
206357;2024;47;1;36363
206357;2024;48;5;181818
206357;2024;49;1;29090
206357;2024;50;1;27272
206357;2025;46;1;29090
206357;2025;47;1;36363
206357;2025;48;1;36363
206357;2025;49;4;145454
206357;2025;50;10;305454
206357;2025;51;9;229090
206358;2024;42;2;72727
206358;2024;43;1;36363
206358;2024;45;2;72727
206358;2024;46;2;72727
206358;2024;47;4;145454
206358;2024;48;10;363636
206358;2025;45;1;29090
206358;2025;46;1;29090
206358;2025;47;1;36363
206358;2025;48;3;109090
206358;2025;49;8;290909
206358;2025;50;4;130909
206358;2025;51;5;138181
206368;2024;42;1;36363
206368;2024;43;2;72727
206368;2024;45;9;320000
206368;2024;46;4;145454
206368;2024;47;3;109090
206368;2024;48;7;254545
206368;2025;43;4;145454
206368;2025;45;2;58181
206368;2025;46;2;72727
206368;2025;47;8;290909
206368;2025;48;1;36363
206368;2025;49;2;72727
206368;2025;50;5;160000
206368;2025;51;3;76363
206436;2024;41;3;124727
206436;2024;42;3;133635
206436;2024;43;5;222727
206436;2024;44;2;89090
206436;2024;45;33;1247273
206436;2024;46;1;35636
206436;2025;45;3;115818
206436;2025;46;8;320727
206436;2025;47;28;890909
206436;2025;48;9;286363
206440;2024;40;2;109090
206440;2024;41;17;916363
206440;2024;42;10;545454
206440;2024;43;8;436363
206440;2024;44;8;436364
206440;2024;45;1;54545
206440;2025;44;7;413636
206440;2025;45;18;874545
206440;2025;46;21;1108181
206440;2025;47;3;143636
206442;2024;40;1;63636
206442;2024;41;9;547272
206442;2024;42;13;827272
206442;2024;43;8;509090
206442;2024;44;11;700000
206442;2024;45;6;356363
206442;2025;43;1;68181
206442;2025;44;2;136363
206442;2025;45;20;1145454
206442;2025;46;22;1349999
206442;2025;47;3;160909
206447;2024;40;2;209090
206447;2024;41;12;1233636
206447;2024;42;13;1359091
206447;2024;43;11;1150000
206447;2024;44;9;940909
206447;2024;45;1;41817
206447;2025;44;2;216363
206447;2025;45;11;1016909
206447;2025;46;17;1666000
206447;2025;47;18;1627276
206447;2025;48;1;64772
206451;2024;41;16;694909
206451;2024;42;12;534545
206451;2024;43;8;356363
206451;2024;44;10;445454
206451;2024;45;3;124727
206451;2025;43;1;50000
206451;2025;44;3;150000
206451;2025;45;17;710000
206451;2025;46;16;730000
206451;2025;47;10;354545
206454;2024;41;3;140000
206454;2024;42;12;585000
206454;2024;43;4;200000
206454;2024;44;8;400000
206454;2024;45;21;910000
206454;2025;43;3;150000
206454;2025;44;2;100000
206454;2025;45;6;250000
206454;2025;46;9;400000
206454;2025;47;14;700000
206454;2025;48;13;650000
206454;2025;49;1;50000
206455;2024;41;6;392727
206455;2024;42;12;861818
206455;2024;43;4;290909
206455;2024;44;6;436363
206455;2024;45;20;1280000
206455;2025;43;1;72727
206455;2025;44;2;145454
206455;2025;45;5;305454
206455;2025;46;2;130909
206457;2024;40;3;95454
206457;2024;41;10;311818
206457;2024;42;7;222726
206457;2024;43;5;159090
206457;2024;44;3;95454
206457;2024;45;20;521818
206457;2025;45;5;152727
206457;2025;46;6;171818
206457;2025;47;12;381818
206457;2025;48;15;477272
206457;2025;49;8;248181
206462;2024;40;3;190909
206462;2024;41;13;814545
206462;2024;42;9;572726
206462;2024;43;6;381818
206462;2024;44;15;954545
206462;2025;45;11;598181
206462;2025;46;18;992727
206462;2025;47;18;736363
206875;2024;52;1;86545
206875;2025;3;1;116364
206875;2025;7;1;81136
206875;2025;11;2;216363
206875;2025;23;2;216363
206875;2025;34;8;465454
206875;2025;50;2;186181
207171;2024;1;2;31272
207171;2024;44;1;19545
207171;2024;45;8;140727
207171;2024;46;18;304909
207171;2024;47;4;78181
207171;2024;50;16;268750
207171;2024;51;11;161250
207171;2024;52;8;125090
207171;2025;45;5;86000
207171;2025;47;2;35181
207171;2025;49;2;39090
207171;2025;51;20;273636
207171;2025;52;10;136818
208441;2025;47;1;22727
208441;2025;48;4;90909
208441;2025;49;1;22727
208441;2025;50;2;36363
208441;2025;51;1;18181
208441;2026;14;1;22727
213332;2024;44;1;77272
213332;2024;45;2;123636
213332;2024;46;2;154545
213332;2024;47;5;386363
213332;2025;44;3;231818
213332;2025;45;2;123636
213332;2025;46;6;432727
213332;2025;47;14;1081818
213332;2025;48;6;463636
213337;2024;41;2;154545
213337;2024;42;2;154545
213337;2024;43;1;77272
213337;2024;44;3;231818
213337;2024;45;2;123636
213357;2024;42;2;149136
213357;2024;45;8;509999
213358;2024;42;1;77272
213358;2024;44;3;231818
213358;2024;45;6;386363
213358;2024;46;2;154545
213358;2024;47;5;386363
213358;2024;48;3;231818
213358;2025;43;1;77272
213358;2025;44;3;231818
213358;2025;45;4;262727
213358;2025;46;9;649090
213358;2025;47;8;618181
213358;2025;48;1;77272
213358;2025;49;8;618181
213358;2025;50;4;278181
213358;2025;51;1;46363
213358;2025;52;1;46363
213368;2024;42;1;86363
213368;2024;43;2;164090
213368;2024;44;12;1036363
213368;2024;45;4;305459
213368;2024;46;1;86363
213720;2024;46;4;272727
213720;2024;50;12;654545
213720;2024;51;28;949090
213720;2024;52;11;450000
213720;2025;1;1;40909
213720;2025;45;1;54545
213720;2025;46;6;409090
213720;2025;51;4;190909
213720;2025;52;2;95454
213722;2024;45;1;57454
213722;2024;48;2;143636
213722;2024;50;18;1034181
213722;2024;51;16;586036
213722;2025;51;4;201090
213723;2024;48;8;436364
213723;2024;51;3;163636
213723;2025;1;3;143181
213723;2025;47;6;409090
213723;2025;48;4;272727
213723;2025;50;1;54545
213737;2024;41;1;70909
213737;2024;45;6;340363
213737;2024;46;2;141818
213737;2024;47;14;992727
213737;2024;49;12;680727
213737;2024;50;40;1729745
213737;2024;51;19;816872
213737;2024;52;2;85090
213743;2024;41;1;61818
213743;2024;45;6;296727
213743;2024;47;22;1360000
213743;2024;49;12;593454
213743;2024;50;31;1485818
213744;2024;41;24;1378909
213744;2024;47;12;861818
213744;2024;51;6;258545
213744;2024;52;3;129272
213744;2025;51;6;301636
213745;2024;46;2;123636
213745;2024;47;3;185454
213745;2024;50;16;752727
213745;2024;51;6;222545
213745;2024;52;6;222545
213745;2025;1;9;395181
213745;2025;45;12;451636
213747;2024;47;1;173636
213747;2024;50;1;138909
213747;2024;51;2;243090
213747;2024;52;4;416727
213749;2024;47;2;309090
213749;2024;49;1;123636
213749;2024;50;1;74181
213749;2024;51;3;259636
213749;2024;52;1;92727
213751;2024;45;6;614545
213751;2024;46;1;118181
213751;2024;47;2;236363
213751;2024;50;11;886999
213751;2024;51;3;260000
213753;2024;1;3;129272
213753;2024;44;10;718181
213753;2024;45;1;57454
213753;2024;46;22;1307090
213753;2024;47;12;861818
213753;2024;48;9;646363
213753;2024;49;4;229818
213753;2024;50;6;206836
213753;2024;51;34;1180690
213753;2024;52;8;344727
213753;2025;1;7;365272
213753;2025;45;6;344727
213753;2025;46;24;1493818
213753;2025;48;9;670909
213753;2025;51;39;2035090
213753;2025;52;11;574000
213756;2024;41;1;68181
213756;2024;44;10;681818
213756;2024;45;3;163636
213756;2024;46;17;1029545
213756;2024;48;14;954545
213756;2024;49;1;68182
213756;2024;50;22;989999
213756;2024;51;26;912272
213756;2024;52;13;531818
213759;2024;45;1;54545
213759;2024;46;11;620454
213759;2024;47;12;818181
213759;2024;49;6;354545
213759;2024;50;3;70908
213759;2024;51;4;143181
213759;2024;52;31;1268181
213759;2025;45;6;327272
213759;2025;46;12;763636
213761;2024;44;4;287272
213761;2024;46;6;301636
213761;2024;47;12;861818
213761;2024;48;6;430909
213761;2024;50;6;206836
213761;2024;51;14;439527
213764;2024;44;1;171818
213764;2024;47;1;171818
213764;2024;50;1;82472
213764;2024;51;3;268036
213764;2025;1;1;103090
213764;2025;51;1;120272
213764;2025;52;2;240545
213767;2024;44;2;307272
213767;2024;47;1;153636
213767;2024;50;1;122909
213767;2024;51;3;258109
213767;2025;45;1;73745
213767;2025;48;1;153636
213767;2025;51;3;322636
213769;2024;41;1;135454
213769;2024;44;2;270909
213769;2024;46;3;352181
213769;2024;49;2;270909
213769;2024;50;3;211308
213769;2024;51;1;65018
213772;2024;41;6;536727
213772;2024;45;1;89454
213772;2024;48;1;111818
213772;2024;51;2;120763
213780;2024;48;8;401455
213780;2024;51;18;677454
213780;2024;52;8;301090
213780;2025;46;14;878181
213780;2025;48;11;690000
213780;2025;51;4;175636
213780;2025;52;1;43909
213789;2024;45;17;976727
213789;2024;50;11;563054
213789;2024;51;28;1103127
213789;2024;52;19;818727
213789;2025;1;2;86181
213789;2025;2;2;86181
213789;2025;46;6;430909
213789;2025;48;1;74545
213789;2025;49;1;74545
213789;2025;51;3;156545
213789;2025;52;4;208727
213866;2024;46;4;418181
213866;2024;47;8;825909
213866;2024;48;5;512272
213866;2024;49;5;460000
213867;2024;46;6;585454
213867;2024;47;9;920000
213867;2024;48;3;303181
213867;2024;49;6;564545
214648;2024;45;2;2618181
214648;2024;47;1;1636363
214648;2024;49;1;1636363
214648;2025;45;1;1636363
214648;2025;48;1;1636363
214651;2024;44;2;263636
214651;2024;45;4;527272
214651;2024;46;6;790909
214651;2024;47;3;395454
214651;2024;48;8;1054545
214651;2024;49;13;1700454
214651;2024;50;10;1186363
214652;2024;44;7;604545
214652;2024;45;27;1934545
214652;2024;46;6;587272
214652;2024;47;8;673636
214653;2024;45;5;1127272
214653;2024;47;4;1127272
214653;2024;48;7;1888181
214653;2024;49;4;1042727
214653;2024;50;4;1127272
214653;2025;44;2;563636
214653;2025;45;2;450909
214653;2025;46;1;225454
214653;2025;48;1;281818
214654;2024;43;1;50000
214654;2024;44;4;200000
214654;2024;45;33;1390000
214654;2024;46;22;1080000
214654;2024;47;22;1100000
214654;2024;48;14;700000
214654;2024;49;27;1340000
214654;2024;50;21;955000
214654;2025;42;16;720000
214654;2025;43;3;150000
214654;2025;44;4;200000
214654;2025;45;10;460000
214654;2025;46;11;540000
214654;2025;47;30;1500000
214654;2025;48;11;550000
214654;2025;49;24;1200000
214654;2025;50;32;1455000
214654;2025;51;2;60000
214655;2024;46;1;2045454
214655;2024;47;2;4090909
214655;2024;48;1;2045454
214657;2024;45;1;1090909
214657;2024;46;1;1090909
214657;2024;49;1;1090909
214657;2024;51;1;763636
214733;2025;33;1;318181
214786;2024;45;3;512727
214786;2024;46;1;213636
214786;2024;47;1;213636
214786;2024;48;4;854545
214786;2024;49;5;1068181
214786;2024;50;1;213636
214787;2024;41;2;427272
214787;2024;44;1;213636
214787;2024;45;2;341818
214787;2024;46;4;769090
214787;2024;47;1;213636
214787;2024;48;1;213636
214787;2024;49;4;833181
214787;2025;44;1;213636
214788;2024;40;1;31818
214788;2024;42;1;31818
214788;2024;43;3;95454
214788;2024;44;5;159090
214788;2024;45;10;280000
214788;2024;46;6;190909
214788;2024;47;6;190909
214788;2024;48;6;190909
214788;2024;49;1;31818
214789;2024;44;1;322727
214789;2024;45;2;580909
214790;2024;44;2;927272
214790;2024;49;1;463636
214791;2024;46;1;227272
214792;2024;41;1;150000
214792;2024;42;1;150000
214792;2024;43;2;300000
214792;2024;44;5;750000
214792;2024;45;7;900000
214793;2024;41;5;268181
214793;2024;42;4;203818
214793;2024;43;1;53636
214793;2024;44;5;268181
214793;2024;45;7;311090
214793;2024;46;15;761636
214793;2024;47;6;321818
214793;2024;50;1;40227
214984;2024;44;2;336363
214984;2024;47;3;504545
214984;2024;48;7;1177272
214984;2024;49;6;1009090
214984;2024;50;2;302727
214990;2024;1;1;141818
214990;2024;45;1;177272
214990;2024;48;4;638182
214990;2024;49;3;531818
214990;2024;50;2;265909
214990;2024;51;6;833181
214990;2024;52;3;425454
214993;2024;45;13;1134545
214993;2024;46;7;763636
214993;2024;47;19;2072727
214993;2024;48;1;109090
215001;2024;47;6;1118181
215001;2024;48;2;335454
215001;2024;49;3;540454
215001;2024;50;1;139772
215003;2024;45;1;69090
215003;2024;46;6;500909
215003;2024;48;2;172727
215008;2024;45;2;145636
215008;2024;46;1;80909
215008;2024;47;7;566363
215010;2024;44;2;518181
215010;2024;45;5;1036363
215010;2024;46;1;259090
215010;2024;48;4;1036364
215010;2024;49;4;1036363
215010;2024;50;2;414545
215010;2025;47;1;259090
215010;2025;48;1;259090
215012;2024;44;1;86363
215012;2024;45;3;224545
215012;2024;46;17;1468181
215012;2024;47;5;431818
215012;2024;48;6;500909
215012;2024;49;30;2590909
215012;2024;50;10;824772
215013;2024;47;1;171818
215013;2024;50;5;584181
215013;2024;52;1;137454
215014;2024;47;1;171818
215014;2024;48;1;171818
215014;2024;50;3;378000
215014;2024;52;2;240545
215015;2024;47;1;204545
215015;2024;50;4;572727
215015;2024;52;3;450000
215016;2024;50;2;327272
215016;2024;52;1;122727
215017;2024;48;2;409090
215017;2024;50;2;327272
215018;2024;50;4;481090
215018;2024;52;1;137454
215024;2024;45;2;180000
215024;2024;46;4;400000
215024;2024;47;4;400000
215024;2024;48;9;900000
215024;2024;49;5;425000
215029;2024;46;4;246963
215029;2024;48;2;145272
215029;2024;49;1;72636
215029;2024;50;11;671886
215029;2024;51;4;290545
215029;2024;52;3;117739
215029;2025;45;4;290545
215031;2024;46;4;290545
215031;2024;47;2;145272
215031;2024;48;12;784472
215031;2024;49;7;450345
215031;2024;50;1;72636
215031;2024;51;2;108954
215031;2024;52;3;117545
215031;2025;45;4;290545
215043;2024;43;16;286363
215043;2024;44;24;981818
215043;2024;45;6;237272
215044;2024;45;14;1363636
215044;2024;47;3;340909
215044;2024;48;5;568181
215044;2024;49;5;568181
215044;2024;50;11;1056818
215044;2024;51;1;79545
215044;2025;46;1;113636
215044;2025;47;6;681818
215045;2024;43;2;227272
215045;2024;47;1;113636
215045;2024;48;1;113636
215045;2024;50;7;761363
215045;2024;51;1;79545
215045;2025;45;2;181818
215045;2025;47;6;625000
215045;2025;48;1;113636
215045;2025;50;1;90909
215046;2024;45;5;568181
215046;2024;46;9;886363
215046;2024;47;2;227272
215046;2024;48;4;454545
215046;2024;50;12;1272727
215046;2024;51;4;318181
215046;2024;52;1;90909
215046;2025;1;2;136363
215046;2025;48;1;113636
215047;2024;43;3;340909
215047;2024;44;3;340909
215047;2024;45;2;181818
215047;2024;47;6;681818
215047;2024;48;2;227272
215047;2024;49;2;227272
215047;2024;50;3;284090
215047;2024;51;1;90909
215047;2024;52;8;545091
215047;2025;45;10;1000000
215047;2025;46;5;568181
215047;2025;50;1;90909
215048;2024;44;8;726545
215048;2024;45;3;217963
215048;2024;47;5;454090
215048;2024;49;1;90818
215048;2024;50;3;236127
215048;2025;45;3;272454
215048;2025;49;1;90818
215049;2024;43;1;90818
215049;2024;45;3;217963
215049;2024;46;1;90818
215049;2024;47;8;726545
215049;2024;49;1;90818
215049;2024;50;8;653890
215049;2024;51;2;108981
215049;2025;45;4;290618
215049;2025;46;1;90818
215049;2025;48;2;181636
215049;2025;50;1;72654
215050;2024;43;1;90818
215050;2024;45;10;817363
215050;2024;46;2;181636
215050;2024;47;8;726545
215050;2024;49;1;90818
215050;2024;50;4;308781
215050;2024;51;1;54490
215050;2025;45;4;290618
215050;2025;46;1;90818
215050;2025;48;2;181636
215050;2025;50;1;72654
215051;2024;44;3;204545
215051;2024;45;14;777272
215051;2024;46;3;190908
215051;2024;49;4;272727
215051;2024;50;1;54545
215053;2024;43;4;272727
215053;2024;44;5;340909
215053;2024;45;12;709090
215053;2024;48;1;68181
215053;2024;49;2;136364
215054;2024;44;3;204545
215054;2024;45;7;381818
215054;2024;46;2;136363
215054;2024;49;6;409091
215054;2024;51;3;163636
215054;2025;45;1;54545
215054;2025;47;1;68181
215055;2024;45;8;240000
215055;2024;48;3;109090
215055;2024;49;1;19200
215055;2024;50;18;610909
215057;2024;45;7;203636
215057;2024;48;3;109090
215057;2024;49;12;436363
215057;2024;50;14;509090
215059;2024;45;2;82166
215059;2024;50;7;353272
215059;2024;51;7;298454
215059;2025;47;7;426364
215080;2024;45;3;146181
215080;2024;46;1;60909
215080;2024;48;10;609090
215080;2024;49;4;243636
215080;2024;50;6;365454
215081;2024;47;5;181818
215081;2024;48;9;327272
215081;2024;49;8;290909
215081;2024;50;9;327272
215082;2024;43;1;63545
215082;2024;44;3;190636
215082;2024;45;6;330436
215082;2024;46;3;190636
215082;2024;47;3;190636
215082;2024;48;9;559200
215082;2024;49;3;190636
215082;2024;50;11;651340
215082;2024;51;3;158863
215082;2025;48;3;177926
215082;2025;49;1;38127
215082;2025;50;1;50836
215082;2025;51;1;38127
215083;2024;46;2;130909
215083;2024;47;2;130909
215083;2024;48;4;235636
215083;2024;50;9;474545
215083;2025;48;6;392727
215083;2025;50;1;52363
215083;2025;51;6;314181
215083;2025;52;1;39272
215168;2024;41;1;309090
215168;2024;45;5;1360000
215169;2024;45;3;1607272
215169;2024;46;2;1236363
215169;2024;50;1;463636
215170;2024;42;1;668181
215170;2024;45;2;1069090
215170;2024;47;2;1336363
215170;2024;48;2;1336363
215170;2024;49;1;668181
215182;2024;44;1;863636
215182;2024;45;1;690909
215182;2024;46;4;3454545
215182;2024;47;1;863636
215183;2024;41;2;218181
215183;2024;42;2;218181
215183;2024;43;1;109090
215183;2024;44;2;218181
215183;2024;45;4;349090
215183;2024;46;6;632727
215183;2024;47;2;218181
215183;2024;48;1;109090
215183;2024;49;2;218181
215184;2024;42;1;118181
215184;2024;44;1;118181
215184;2024;45;2;189090
215184;2024;46;3;354545
215184;2024;48;5;579090
215184;2024;49;11;1299999
215184;2024;50;17;1790454
215185;2024;44;3;831818
215185;2024;45;1;277272
215185;2024;46;1;277272
215185;2024;47;2;554545
215185;2024;48;13;3604545
215185;2024;49;1;277272
215185;2024;50;1;277272
215185;2024;51;2;443636
215191;2024;46;2;2709090
215191;2024;47;1;1354545
215191;2024;48;2;2709090
215191;2024;50;2;2573636
215191;2024;51;1;948181
215191;2024;52;1;948181
215192;2024;46;1;772727
215192;2024;49;1;772727
215192;2024;51;2;1081818
215192;2024;52;1;540909
215192;2025;47;1;772727
215192;2025;48;1;772727
215192;2025;49;1;772727
215192;2025;50;1;772727
215192;2025;51;1;540909
215192;2025;52;1;540909
215193;2024;45;1;894545
215193;2024;48;1;1118181
215193;2024;50;1;782727
215193;2025;45;1;894545
215193;2025;51;1;782727
215194;2024;45;1;159272
215194;2024;46;3;597272
215194;2024;47;3;597272
215194;2024;49;3;597272
215194;2024;50;2;278727
215195;2024;46;41;701272
215195;2024;47;73;1260909
215195;2024;48;43;742727
215195;2024;49;23;397272
215196;2024;46;21;1565999
215196;2024;47;13;1028181
215196;2024;48;6;474545
215197;2024;46;16;613636
215197;2024;47;20;818181
215198;2024;47;4;163636
215198;2024;48;2;81818
215198;2024;49;2;81818
215198;2024;50;3;122727
215198;2025;51;3;73636
215198;2025;52;1;24545
215199;2024;46;1;172727
215199;2024;48;1;172727
215199;2024;49;10;1727272
215199;2024;50;2;310909
215199;2024;51;2;276363
215200;2024;41;2;63636
215200;2024;43;11;324545
215200;2024;45;8;203636
215200;2024;46;15;477272
215200;2024;48;11;280000
215201;2024;42;12;381818
215201;2024;43;14;413636
215201;2024;44;7;222727
215201;2024;45;16;483636
215202;2024;45;1;47272
215202;2024;46;2;118181
215202;2024;47;13;768181
215202;2024;48;3;177272
215202;2024;49;4;236363
215202;2024;50;12;644091
215202;2024;52;1;31818
215202;2025;42;2;118181
215202;2025;43;4;236363
215202;2025;44;11;650000
215202;2025;45;15;715000
215202;2025;46;6;354545
215202;2025;47;13;762272
215202;2025;48;7;330909
215202;2025;49;2;106363
215202;2025;50;9;425454
215202;2025;51;3;106364
215203;2024;45;40;298181
215203;2024;46;83;730909
215203;2024;47;20;181818
215204;2024;45;1;71818
215204;2024;46;2;143636
215204;2024;48;13;933636
215204;2024;49;6;430908
215204;2024;50;1;71818
215204;2024;52;1;57454
215205;2024;46;6;416545
215205;2024;47;3;215454
215205;2024;48;3;179545
215205;2024;49;8;574545
215205;2024;50;4;287272
215206;2024;45;12;654545
215206;2024;47;4;272727
215206;2024;48;3;204545
215206;2024;49;31;2113636
215206;2024;50;5;259090
215206;2024;51;7;395454
215206;2024;52;13;613636
215206;2025;45;5;300000
215206;2025;46;15;947727
215206;2025;47;1;68181
215207;2024;46;1;62727
215207;2024;47;1;62727
215207;2024;48;9;564545
215207;2024;49;9;564545
215207;2024;51;7;363818
215207;2025;1;2;75272
215207;2025;45;2;112908
215207;2025;46;8;501817
215207;2025;47;7;439090
215207;2025;48;13;740181
215207;2025;50;5;250909
215207;2025;51;6;238363
215207;2025;52;10;376363
215208;2024;45;12;141818
215208;2024;46;63;840000
215208;2024;47;30;409090
215209;2024;45;2;65454
215209;2024;46;2;81818
